time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_B0,Current_temp_B1,Current_temp_B2,Current_temp_B3,Current_temp_B4,Current_temp_B5,Current_temp_B6,Current_temp_Falz-,Target_temp_B0,Target_temp_B1,Target_temp_B2,Target_temp_B3,Target_temp_B4,Target_temp_B5,Target_temp_B6,Target_temp_Falz-,kp_B0,kp_B1,kp_B2,kp_B3,kp_B4,kp_B5,kp_B6,kp_Falz-,ki_B0,ki_B1,ki_B2,ki_B3,ki_B4,ki_B5,ki_B6,ki_Falz-,kd_B0,kd_B1,kd_B2,kd_B3,kd_B4,kd_B5,kd_B6,kd_Falz-,Output_B0,Output_B1,Output_B2,Output_B3,Output_B4,Output_B5,Output_B6,Output_Falz-,BaSyTec Line.Loop_B0,BaSyTec Line.Loop_B1,BaSyTec Line.Loop_B2,BaSyTec Line.Loop_B3,BaSyTec Line.Loop_B4,BaSyTec Line.Loop_B5,BaSyTec Line.Loop_B6,BaSyTec Line.Loop_Falz-
20241022 _110606,45587.4625722801,1729591566.24582,00:00:00,24.99,25,24.99,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.41,8.04,7.72,8.52,6.91,8.65,10.03,0,.,.,.,.,.,.,.,.
20241022 _110607,45587.462583912,1729591567.25014,00:00:00,24.99,25.01,24.99,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.4,5.87,7.78,8.54,8.55,8.71,8.34,0,.,.,.,.,.,.,.,.
20241022 _110608,45587.4625954977,1729591568.25146,00:00:00,25,25.01,24.99,25,24.99,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.26,7.69,7.85,8.58,8.77,8.73,8.4,0,.,.,.,.,.,.,.,.
20241022 _110609,45587.4626070949,1729591569.25378,00:00:00,25,24.99,24.99,25,25,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.26,8,7.98,8.53,8.75,8.66,8.29,0,.,.,.,.,.,.,.,.
20241022 _110610,45587.4626188657,1729591570.27006,00:00:00,25,24.99,24.99,25,25.01,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.25,8.04,8.06,8.6,6.94,8.55,8.2,0,.,.,.,.,.,.,.,.
20241022 _110611,45587.4626306134,1729591571.28535,00:00:00,25,25,25,25,25.01,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.26,6.01,6.03,8.55,8.49,8.65,8.15,0,.,.,.,.,.,.,.,.
20241022 _110612,45587.4626423495,1729591572.29964,00:00:00,25,25.01,25.01,25,25,24.99,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.25,7.74,5.86,8.47,8.67,8.91,6.42,0,.,.,.,.,.,.,.,.
20241022 _110613,45587.4626539352,1729591573.30096,00:00:00,25,25,25,25,24.99,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.14,7.91,7.7,8.54,8.79,7.24,8.39,0,.,.,.,.,.,.,.,.
20241022 _110614,45587.4626656944,1729591574.31624,00:00:00,25,24.99,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.19,8.16,7.75,8.54,7.02,8.81,8.28,0,.,.,.,.,.,.,.,.
20241022 _110615,45587.4626774421,1729591575.33153,00:00:00,25,25,25,25,25.01,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.19,8,7.74,8.55,8.52,8.8,8.11,0,.,.,.,.,.,.,.,.
20241022 _110616,45587.4626892014,1729591576.34781,00:00:00,25,25.01,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.18,7.77,7.73,8.55,10.32,8.81,8.13,0,.,.,.,.,.,.,.,.
20241022 _110617,45587.4627009606,1729591577.3631,00:00:00,25,25.01,25,25,24.99,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.16,7.72,7.8,8.55,8.88,8.72,8.27,0,.,.,.,.,.,.,.,.
20241022 _110618,45587.4627126968,1729591578.37738,00:00:00,25,24.99,24.99,25,25,25.01,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,9.02,8.02,6.05,8.63,8.81,8.61,8.39,0,.,.,.,.,.,.,.,.
20241022 _110619,45587.4627244792,1729591579.39566,00:00:00,25,24.99,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.26,8.2,7.84,8.66,8.66,8.64,6.57,0,.,.,.,.,.,.,.,.
20241022 _110620,45587.4627362037,1729591580.40895,00:00:00,25,25,25,25,25,24.99,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.28,8.02,7.76,8.68,8.63,10.46,8.3,0,.,.,.,.,.,.,.,.
20241022 _110621,45587.4627479861,1729591581.42623,00:00:00,25,25,25,25,25,24.99,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.3,7.91,7.78,8.64,8.76,8.92,8.2,0,.,.,.,.,.,.,.,.
20241022 _110622,45587.4627597569,1729591582.44351,00:00:00,25,25,25,25.01,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.21,7.89,7.85,8.39,10.46,8.9,8.25,0,.,.,.,.,.,.,.,.
20241022 _110623,45587.4627714583,1729591583.45481,00:00:00,25,25,24.99,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.3,7.87,7.96,8.46,8.66,8.84,8.52,0,.,.,.,.,.,.,.,.
20241022 _110624,45587.4627832407,1729591584.47209,00:00:00,25,25.01,25,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.32,7.72,7.87,8.59,10.21,8.92,8.53,0,.,.,.,.,.,.,.,.
20241022 _110625,45587.4627949653,1729591585.48538,00:00:00,25,24.99,25.01,25,24.99,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.35,8.03,7.71,8.53,8.74,8.88,8.4,0,.,.,.,.,.,.,.,.
20241022 _110626,45587.4628067477,1729591586.50365,00:00:00,25,24.99,25,25,24.99,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.36,8.19,7.79,8.61,8.93,8.88,8.3,0,.,.,.,.,.,.,.,.
20241022 _110627,45587.4628185185,1729591587.52093,00:00:00,25,24.99,25,24.99,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.39,8.17,7.86,10.39,8.85,8.88,8.35,0,.,.,.,.,.,.,.,.
20241022 _110628,45587.4628302894,1729591588.53722,00:00:00,24.99,25,25,24.99,25,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.5,7.96,6.1,8.77,10.38,8.88,6.38,0,.,.,.,.,.,.,.,.
20241022 _110629,45587.462842037,1729591589.5525,00:00:00,25,25,25,25,25,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.44,7.95,7.96,8.59,8.77,8.89,8.11,0,.,.,.,.,.,.,.,.
20241022 _110630,45587.4628537847,1729591590.56779,00:00:00,25,25,25,25.01,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.47,7.95,7.83,8.46,8.68,8.96,8.29,0,.,.,.,.,.,.,.,.
20241022 _110631,45587.4628653935,1729591591.57011,00:00:00,25,25.01,25,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.48,7.83,7.8,10.26,8.66,8.92,8.48,0,.,.,.,.,.,.,.,.
20241022 _110632,45587.4628771412,1729591592.58539,00:00:00,25,25,25,25,25.01,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.51,7.89,9.72,8.66,8.53,8.92,10.36,0,.,.,.,.,.,.,.,.
20241022 _110633,45587.4628887269,1729591593.58671,00:00:00,25,24.99,24.99,25,24.99,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.34,8.1,8,8.69,8.79,9.01,8.38,0,.,.,.,.,.,.,.,.
20241022 _110634,45587.4629004745,1729591594.602,00:00:00,25.01,24.99,25,25,24.98,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,8.97,8.15,7.92,8.56,9.01,9.05,8.37,0,.,.,.,.,.,.,.,.
20241022 _110635,45587.4629121875,1729591595.61329,00:00:00,25,25,25.01,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.3,9.94,7.75,8.52,7.29,9.08,8.36,0,.,.,.,.,.,.,.,.
20241022 _110636,45587.4629239583,1729591596.63057,00:00:00,25,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.52,7.96,9.64,8.66,8.91,9.04,8.36,0,.,.,.,.,.,.,.,.
20241022 _110637,45587.4629355556,1729591597.63289,00:00:00,25,25,24.99,24.99,25,25.02,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.31,8.07,7.97,8.86,8.94,7.12,8.35,0,.,.,.,.,.,.,.,.
20241022 _110638,45587.4629473611,1729591598.65217,00:00:00,25,25,25,25,25,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.3,7.97,6.07,8.69,8.96,10.35,8.24,0,.,.,.,.,.,.,.,.
20241022 _110639,45587.4629589468,1729591599.65349,00:00:00,24.99,25,25.01,25.01,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.49,7.95,5.94,8.52,7.3,8.86,8.36,0,.,.,.,.,.,.,.,.
20241022 _110640,45587.4629707176,1729591600.67077,00:00:00,25,25,25,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.66,7.94,7.82,8.61,10.61,8.78,8.56,0,.,.,.,.,.,.,.,.
20241022 _110641,45587.4629825,1729591601.68805,00:00:00,25,25,25,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.39,7.92,7.89,8.7,9,8.76,8.55,0,.,.,.,.,.,.,.,.
20241022 _110642,45587.4629942477,1729591602.70334,00:00:00,25,25,24.99,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.28,7.91,8.01,8.74,8.94,8.82,8.52,0,.,.,.,.,.,.,.,.
20241022 _110643,45587.4630060185,1729591603.72062,00:00:00,25,25.01,25,25.01,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.43,7.79,7.92,8.52,8.94,7.24,10.31,0,.,.,.,.,.,.,.,.
20241022 _110644,45587.4630177662,1729591604.7359,00:00:00,24.99,25.01,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.56,5.9,9.64,10.2,8.93,8.93,8.55,0,.,.,.,.,.,.,.,.
20241022 _110645,45587.4630295255,1729591605.75119,00:00:00,25,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.43,7.97,7.84,8.65,8.86,7.36,8.49,0,.,.,.,.,.,.,.,.
20241022 _110646,45587.4630411458,1729591606.7555,00:00:00,25.01,24.99,24.99,24.99,25,24.99,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.24,8.09,7.98,8.76,8.84,9.08,6.61,0,.,.,.,.,.,.,.,.
20241022 _110647,45587.4630527431,1729591607.75782,00:00:00,25.01,24.99,24.99,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.16,6.3,8.04,10.42,8.9,9.06,8.37,0,.,.,.,.,.,.,.,.
20241022 _110648,45587.4630643634,1729591608.76114,00:00:00,25,25,25,25.01,25,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.39,8.1,7.95,8.52,8.82,8.85,8.33,0,.,.,.,.,.,.,.,.
20241022 _110649,45587.4630759722,1729591609.76446,00:00:00,25,25,25.01,25,25,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.55,8.12,5.97,8.53,8.79,8.79,10.09,0,.,.,.,.,.,.,.,.
20241022 _110650,45587.4630877199,1729591610.77974,00:00:00,25,24.99,25,25,25,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.41,8.26,7.8,8.67,8.75,8.9,8.17,0,.,.,.,.,.,.,.,.
20241022 _110651,45587.4630993056,1729591611.78007,00:00:00,25,25,25,25,25,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.43,8.17,7.91,8.78,8.73,8.9,8.12,0,.,.,.,.,.,.,.,.
20241022 _110652,45587.4631110301,1729591612.79336,00:00:00,24.99,25,24.99,25.01,25.01,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.56,6.21,8.02,6.85,7.01,8.9,8.31,0,.,.,.,.,.,.,.,.
20241022 _110653,45587.4631227662,1729591613.80764,00:00:00,25,25,25,25.01,25,25,24.98,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.43,8.18,7.93,10.13,8.72,8.91,8.59,0,.,.,.,.,.,.,.,.
20241022 _110654,45587.463134375,1729591614.81096,00:00:00,25.01,25,25.01,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.21,8.08,7.76,8.62,8.8,9,8.54,0,.,.,.,.,.,.,.,.
20241022 _110655,45587.4631459722,1729591615.81228,00:00:00,25,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.23,8.07,7.83,8.66,8.75,8.96,8.51,0,.,.,.,.,.,.,.,.
20241022 _110656,45587.463157581,1729591616.8156,00:00:00,25,25,24.99,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.31,8.06,7.91,8.68,8.67,9.05,8.52,0,.,.,.,.,.,.,.,.
20241022 _110657,45587.463169294,1729591617.82789,00:00:00,25,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.41,9.9,7.96,8.73,8.73,9.09,8.47,0,.,.,.,.,.,.,.,.
20241022 _110658,45587.4631808796,1729591618.82822,00:00:00,25,25.01,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,9.2,7.89,7.84,8.59,7.05,8.96,8.46,0,.,.,.,.,.,.,.,.
20241022 _110659,45587.4631926157,1729591619.84251,00:00:00,25,25.01,25,25.01,25,25.02,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.34,7.95,7.77,8.47,10.28,8.68,8.46,0,.,.,.,.,.,.,.,.
20241022 _110700,45587.4632043981,1729591620.86078,00:00:00,25,25,25,25,24.99,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.33,7.92,7.88,8.58,8.85,8.72,8.35,0,.,.,.,.,.,.,.,.
20241022 _110701,45587.4632161921,1729591621.87906,00:00:00,25,25,24.99,25,24.99,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.33,8.02,7.97,10.41,8.89,8.76,6.45,0,.,.,.,.,.,.,.,.
20241022 _110702,45587.463227963,1729591622.89634,00:00:00,25,25,25,25,25,25,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.41,7.92,7.89,8.7,8.78,8.73,8.18,0,.,.,.,.,.,.,.,.
20241022 _110703,45587.4632396991,1729591623.91063,00:00:00,25,25.01,25.01,25,25,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.44,7.78,5.93,8.57,8.78,8.62,8.3,0,.,.,.,.,.,.,.,.
20241022 _110704,45587.4632514583,1729591624.92691,00:00:00,25,25,25,25.01,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.46,9.82,7.74,8.45,8.68,8.8,8.47,0,.,.,.,.,.,.,.,.
20241022 _110705,45587.4632631829,1729591625.9392,00:00:00,25,24.99,25,25,25.01,24.99,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.49,8.22,7.86,8.56,8.58,7.32,8.37,0,.,.,.,.,.,.,.,.
20241022 _110706,45587.463274919,1729591626.95349,00:00:00,24.99,24.99,25,25,25.01,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.6,8.28,7.89,8.64,8.53,8.9,8.28,0,.,.,.,.,.,.,.,.
20241022 _110707,45587.4632866782,1729591627.96977,00:00:00,25,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.58,8.01,7.93,8.67,8.72,8.85,8.24,0,.,.,.,.,.,.,.,.
20241022 _110708,45587.4632984491,1729591628.98606,00:00:00,25.02,25.01,25,25,24.99,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.04,7.88,6.01,8.62,8.9,8.92,8.29,0,.,.,.,.,.,.,.,.
20241022 _110710,45587.4633102083,1729591630.00234,00:00:00,25,25,25.01,25,25,25,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.19,9.81,7.65,8.62,8.82,8.88,8.47,0,.,.,.,.,.,.,.,.
20241022 _110711,45587.4633219329,1729591631.01563,00:00:00,24.99,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.45,7.93,7.71,8.61,8.68,8.8,8.34,0,.,.,.,.,.,.,.,.
20241022 _110712,45587.4633336343,1729591632.02693,00:00:00,25,25,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.61,6.06,7.82,8.68,8.65,10.46,8.24,0,.,.,.,.,.,.,.,.
20241022 _110713,45587.4633453935,1729591633.04221,00:00:00,25,25.01,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.25,7.8,7.85,8.64,8.62,8.78,8.28,0,.,.,.,.,.,.,.,.
20241022 _110714,45587.4633571528,1729591634.05849,00:00:00,25,25.01,24.99,25.01,25,25.01,24.99,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.21,7.74,7.94,8.48,8.74,8.68,8.43,0,.,.,.,.,.,.,.,.
20241022 _110715,45587.4633689005,1729591635.07378,00:00:00,25,24.99,24.99,25,25,25.01,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.27,8.04,7.99,8.5,7.19,8.63,8.42,0,.,.,.,.,.,.,.,.
20241022 _110716,45587.4633806482,1729591636.08807,00:00:00,25,24.99,25,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.27,8.22,7.92,8.56,8.65,8.66,8.27,0,.,.,.,.,.,.,.,.
20241022 _110717,45587.4633923727,1729591637.10136,00:00:00,25,25,25.01,25,25.01,24.99,25.01,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,9.06,7.94,7.67,8.57,8.54,8.88,8.14,0,.,.,.,.,.,.,.,.
20241022 _110718,45587.4634039468,1729591638.10168,00:00:00,25,25.01,25.01,25,25,25,25,23.85,25,25,25,25,25,25,25,25,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,7.24,7.81,7.66,8.57,8.65,7.24,8.25,0,.,.,.,.,.,.,.,.
