time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_B0,Current_temp_B1,Current_temp_B2,Current_temp_B3,Current_temp_B4,Current_temp_B5,Current_temp_B6,Current_temp_Falz-,Target_temp_B0,Target_temp_B1,Target_temp_B2,Target_temp_B3,Target_temp_B4,Target_temp_B5,Target_temp_B6,Target_temp_Falz-,kp_B0,kp_B1,kp_B2,kp_B3,kp_B4,kp_B5,kp_B6,kp_Falz-,ki_B0,ki_B1,ki_B2,ki_B3,ki_B4,ki_B5,ki_B6,ki_Falz-,kd_B0,kd_B1,kd_B2,kd_B3,kd_B4,kd_B5,kd_B6,kd_Falz-,Output_B0,Output_B1,Output_B2,Output_B3,Output_B4,Output_B5,Output_B6,Output_Falz-,BaSyTec Line.Loop_B0,BaSyTec Line.Loop_B1,BaSyTec Line.Loop_B2,BaSyTec Line.Loop_B3,BaSyTec Line.Loop_B4,BaSyTec Line.Loop_B5,BaSyTec Line.Loop_B6,BaSyTec Line.Loop_Falz-
20241022 _104445,45587.447751794,1729590285.75592,00:00:00,19.99,20,20,20,20,20,20,19.57,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.02,5.34,5.33,5.75,4.3,5.76,5.54,0,.,.,.,.,.,.,.,.
20241022 _104446,45587.4477634028,1729590286.75824,00:00:00,20,19.99,19.99,20,20.01,20,20,19.57,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.86,5.46,5.41,5.83,5.82,5.9,5.53,0,.,.,.,.,.,.,.,.
20241022 _104447,45587.447775162,1729590287.77452,00:00:00,20,20,20,20,20.01,19.99,20,19.57,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.85,5.38,5.38,5.85,5.76,6.02,7.31,0,.,.,.,.,.,.,.,.
20241022 _104448,45587.4477868866,1729590288.78781,00:00:00,20,19.99,20,20,19.99,20,20.01,19.56,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.94,5.5,5.38,5.79,5.97,5.92,5.31,0,.,.,.,.,.,.,.,.
20241022 _104449,45587.4477984722,1729590289.78814,00:00:00,20.01,19.99,20,20,19.99,20.01,20,19.56,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.75,5.54,5.32,5.87,6.03,5.75,7.29,0,.,.,.,.,.,.,.,.
20241022 _104450,45587.4478102083,1729590290.80242,00:00:00,20.01,20.01,20,20,20.01,20,19.99,19.55,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.71,3.36,5.31,5.81,5.83,5.76,5.67,0,.,.,.,.,.,.,.,.
20241022 _104451,45587.4478217824,1729590291.80275,00:00:00,20,20.01,20,20,20.01,20,19.99,19.55,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.78,5.19,5.29,5.81,5.72,5.88,5.74,0,.,.,.,.,.,.,.,.
20241022 _104452,45587.4478333796,1729590292.80407,00:00:00,20,20,20.01,20,20,19.99,20,19.55,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.77,5.25,3.36,5.81,5.89,5.99,5.56,0,.,.,.,.,.,.,.,.
20241022 _104453,45587.4478449653,1729590293.8054,00:00:00,20,20,20.01,20,19.99,20,20,19.55,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.77,5.35,5.13,5.8,6.08,5.97,5.54,0,.,.,.,.,.,.,.,.
20241022 _104454,45587.447856713,1729590294.82068,00:00:00,20,20,20.01,20,20,20.01,20.01,19.54,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.75,5.23,5.09,5.79,4.31,5.76,5.45,0,.,.,.,.,.,.,.,.
20241022 _104455,45587.4478684375,1729590295.83397,00:00:00,20,20,20.01,20,20.01,20.01,20.01,19.54,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,6.53,5.21,5.05,5.79,5.83,5.72,5.41,0,.,.,.,.,.,.,.,.
20241022 _104456,45587.4478801968,1729590296.84926,00:00:00,20,20,19.99,20,20.01,20,20,19.53,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.8,5.31,5.3,5.78,5.78,5.81,5.45,0,.,.,.,.,.,.,.,.
20241022 _104457,45587.4478919444,1729590297.86454,00:00:00,19.99,20,19.99,20,19.99,19.99,19.99,19.53,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.91,5.32,5.4,5.78,5.98,5.97,5.68,0,.,.,.,.,.,.,.,.
20241022 _104458,45587.4479036806,1729590298.87883,00:00:00,20,20,20,20,19.99,19.99,19.99,19.53,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.87,5.32,5.35,5.77,6.04,6.03,5.69,0,.,.,.,.,.,.,.,.
20241022 _104459,45587.4479154282,1729590299.89312,00:00:00,20,20,20,20,20.01,20,20,19.53,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,3,5.33,5.36,5.76,5.84,5.92,5.56,0,.,.,.,.,.,.,.,.
20241022 _104500,45587.4479271412,1729590300.90541,00:00:00,20,20,20,20,20.01,20.01,20,19.52,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.79,5.34,5.38,5.76,5.8,5.74,5.53,0,.,.,.,.,.,.,.,.
20241022 _104501,45587.4479388889,1729590301.9207,00:00:00,20,20,20,20,20,20,20,19.52,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.79,3.51,5.4,5.76,5.84,5.78,5.51,0,.,.,.,.,.,.,.,.
20241022 _104502,45587.4479504861,1729590302.92202,00:00:00,20,20,20,20,19.99,19.99,20,19.52,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.89,5.37,5.26,5.75,6.09,7.61,5.5,0,.,.,.,.,.,.,.,.
20241022 _104503,45587.4479622338,1729590303.9373,00:00:00,20,19.99,20,20,20,20,20,19.51,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.8,5.51,5.29,4.07,6.01,5.9,7.36,0,.,.,.,.,.,.,.,.
20241022 _104504,45587.4479738426,1729590304.94062,00:00:00,20,19.99,20,20,20.01,20.01,19.99,19.51,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.78,5.55,5.28,5.75,5.85,5.72,5.75,0,.,.,.,.,.,.,.,.
20241022 _104505,45587.4479854051,1729590305.93995,00:00:00,20,20,20.01,20,20.01,20,19.99,19.51,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.77,5.35,5.2,5.75,5.82,5.82,5.82,0,.,.,.,.,.,.,.,.
20241022 _104506,45587.4479971644,1729590306.95523,00:00:00,20,20.01,20.01,20,19.99,19.99,20,19.5,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.76,5.2,5.15,5.74,6.03,6.06,5.65,0,.,.,.,.,.,.,.,.
20241022 _104507,45587.448008912,1729590307.97052,00:00:00,20,20,20.01,20,19.99,19.99,20.01,19.5,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.74,5.26,5.1,5.81,6.09,6.07,5.54,0,.,.,.,.,.,.,.,.
20241022 _104508,45587.4480206366,1729590308.98381,00:00:00,20.01,20,20,20,20.01,20,20,19.5,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,2.84,5.36,7,5.75,5.91,5.87,5.59,0,.,.,.,.,.,.,.,.
20241022 _104509,45587.4480323611,1729590309.9961,00:00:00,20,20,19.99,20,20.01,20,20.01,19.5,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.78,5.38,5.33,5.74,5.86,5.82,5.49,0,.,.,.,.,.,.,.,.
20241022 _104511,45587.4480441551,1729590311.01538,00:00:00,19.99,20,19.99,20,20,20,20.01,19.5,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.89,5.38,5.33,5.73,5.98,5.95,5.38,0,.,.,.,.,.,.,.,.
20241022 _104512,45587.4480559028,1729590312.03066,00:00:00,19.99,19.99,20,20,19.99,19.99,20,19.49,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.05,5.5,5.31,5.82,6.1,6.07,5.48,0,.,.,.,.,.,.,.,.
20241022 _104513,45587.4480676505,1729590313.04595,00:00:00,19.99,19.99,19.99,20,20.01,20,19.99,19.49,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.03,5.66,5.39,5.85,5.98,5.97,5.73,0,.,.,.,.,.,.,.,.
20241022 _104514,45587.4480793981,1729590314.06023,00:00:00,20,20,19.99,20,20.01,20.01,19.99,19.49,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.97,5.49,5.44,5.88,5.88,5.81,5.81,0,.,.,.,.,.,.,.,.
20241022 _104515,45587.4480911574,1729590315.07652,00:00:00,20,20.01,20,20,20,20,20,19.48,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.99,5.13,7.23,5.93,5.98,5.92,3.84,0,.,.,.,.,.,.,.,.
20241022 _104516,45587.4481028819,1729590316.08981,00:00:00,19.99,20,20,20.01,19.99,19.99,20,19.48,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,3.23,7.26,5.34,5.71,6.09,4.48,5.63,0,.,.,.,.,.,.,.,.
20241022 _104517,45587.4481146759,1729590317.10808,00:00:00,20,19.99,20,20.01,20,20,20,19.48,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.04,5.61,5.39,5.65,6.05,6.07,5.62,0,.,.,.,.,.,.,.,.
20241022 _104518,45587.4481264352,1729590318.12437,00:00:00,20,20,20,20,20.01,20.01,20,19.48,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.06,3.6,3.53,5.82,4.22,5.85,5.61,0,.,.,.,.,.,.,.,.
20241022 _104519,45587.4481381829,1729590319.13965,00:00:00,19.99,20.01,20,20,20,20,20.01,19.48,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.18,5.22,5.34,5.77,5.93,7.47,5.51,0,.,.,.,.,.,.,.,.
20241022 _104520,45587.4481499421,1729590320.15593,00:00:00,20,20,20,20,19.99,19.99,20.01,19.47,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.03,5.28,5.32,5.77,6.07,6.07,5.47,0,.,.,.,.,.,.,.,.
20241022 _104521,45587.4481616898,1729590321.17022,00:00:00,20.01,19.99,20,20,20,20,19.99,19.47,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.81,5.5,5.39,5.84,5.97,6.05,5.59,0,.,.,.,.,.,.,.,.
20241022 _104522,45587.4481734028,1729590322.18252,00:00:00,20.01,20,20,19.99,20.01,20,19.99,19.47,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.85,5.43,5.41,5.93,5.87,5.92,5.77,0,.,.,.,.,.,.,.,.
20241022 _104523,45587.4481849884,1729590323.18384,00:00:00,20,20,20,20,20,20.01,19.99,19.47,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.02,3.6,5.34,5.9,7.58,5.81,5.78,0,.,.,.,.,.,.,.,.
20241022 _104524,45587.4481967708,1729590324.20112,00:00:00,20,20,20,20,19.99,20,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.94,5.46,5.41,5.92,6.23,5.92,5.65,0,.,.,.,.,.,.,.,.
20241022 _104525,45587.4482085417,1729590325.2184,00:00:00,20,20,20,20,19.99,19.99,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,6.8,5.45,5.44,5.79,6.17,6.08,5.72,0,.,.,.,.,.,.,.,.
20241022 _104526,45587.4482202778,1729590326.23269,00:00:00,20,19.99,19.99,20,20,20,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.02,5.68,7.34,5.74,4.45,6.06,5.73,0,.,.,.,.,.,.,.,.
20241022 _104527,45587.4482318981,1729590327.236,00:00:00,20,19.99,20,20,20,20,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.03,5.63,5.5,5.86,6.12,5.91,5.67,0,.,.,.,.,.,.,.,.
20241022 _104528,45587.448243588,1729590328.2463,00:00:00,20,20.01,20,20,20,20,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.05,5.32,5.45,5.89,6.14,5.88,5.65,0,.,.,.,.,.,.,.,.
20241022 _104529,45587.4482553241,1729590329.26059,00:00:00,20,20.01,20,20,20,20,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.07,5.14,5.44,5.91,6.08,6.01,5.64,0,.,.,.,.,.,.,.,.
20241022 _104530,45587.4482670255,1729590330.27188,00:00:00,19.99,19.99,19.99,19.99,20,19.99,20,19.46,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.2,5.53,7.38,6.03,6.07,6.12,5.62,0,.,.,.,.,.,.,.,.
20241022 _104531,45587.4482787963,1729590331.28817,00:00:00,20,19.99,20,20,20,20,20,19.45,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.05,5.58,5.54,4.15,6.05,6.08,5.61,0,.,.,.,.,.,.,.,.
20241022 _104532,45587.4482903935,1729590332.29049,00:00:00,20.01,20,20,20.01,20,20,20,19.45,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.86,5.39,5.49,5.74,6.04,6.02,5.6,0,.,.,.,.,.,.,.,.
20241022 _104533,45587.4483021181,1729590333.30378,00:00:00,20.01,20.01,20.01,20,20,20,20,19.45,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.78,5.24,5.31,5.83,6.03,6.02,5.59,0,.,.,.,.,.,.,.,.
20241022 _104534,45587.4483137153,1729590334.3051,00:00:00,20,19.99,20,19.99,20.01,20,20,19.45,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,6.8,5.54,5.35,6,5.94,6.02,7.47,0,.,.,.,.,.,.,.,.
20241022 _104535,45587.4483252894,1729590335.30542,00:00:00,20,19.99,20,20,20,20,20,19.44,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.01,5.72,5.43,5.9,5.98,4.32,5.59,0,.,.,.,.,.,.,.,.
20241022 _104536,45587.448337037,1729590336.32071,00:00:00,20,20,20,20,20,20,20,19.44,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.03,5.43,5.44,5.81,5.97,6.01,5.67,0,.,.,.,.,.,.,.,.
20241022 _104537,45587.4483487847,1729590337.33599,00:00:00,19.99,20.01,20,20,20,20,20,19.44,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.13,5.3,5.44,5.86,6.03,5.94,3.91,0,.,.,.,.,.,.,.,.
20241022 _104538,45587.448360544,1729590338.35128,00:00:00,19.99,20,19.99,19.99,20,20,20,19.44,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.18,5.49,5.55,7.78,5.96,6,5.73,0,.,.,.,.,.,.,.,.
20241022 _104539,45587.4483721412,1729590339.3536,00:00:00,20,19.99,19.99,20,20,20,19.99,19.44,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.05,5.75,5.61,4.28,7.63,6.08,5.82,0,.,.,.,.,.,.,.,.
20241022 _104540,45587.4483837384,1729590340.35592,00:00:00,20.01,19.99,20.01,20,20,20,19.99,19.44,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,3.05,5.71,5.44,5.86,6.03,6.02,5.87,0,.,.,.,.,.,.,.,.
20241022 _104541,45587.4483955093,1729590341.3722,00:00:00,20.01,20,20.01,20,20,20,19.99,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.86,5.5,5.36,5.9,6.05,6.1,5.92,0,.,.,.,.,.,.,.,.
20241022 _104542,45587.4484072569,1729590342.38749,00:00:00,19.99,20,20,19.99,20,20,19.99,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.12,5.49,5.47,7.74,6.06,6.11,5.96,0,.,.,.,.,.,.,.,.
20241022 _104543,45587.4484190162,1729590343.40377,00:00:00,19.99,19.99,19.99,19.99,19.99,20,20,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.17,5.71,7.4,6.1,7.76,6.07,5.85,0,.,.,.,.,.,.,.,.
20241022 _104544,45587.4484307755,1729590344.41905,00:00:00,20.01,19.99,20,20,19.99,20,20.01,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,3.14,5.77,5.47,5.92,6.2,6.15,5.66,0,.,.,.,.,.,.,.,.
20241022 _104545,45587.4484425116,1729590345.43334,00:00:00,20,20,20.01,20.01,19.99,20,20.01,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.99,5.57,5.36,5.8,6.25,4.57,7.46,0,.,.,.,.,.,.,.,.
20241022 _104546,45587.4484540857,1729590346.43367,00:00:00,19.99,20,20,20,19.99,20,20,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.17,5.55,5.47,5.89,6.3,6.21,5.7,0,.,.,.,.,.,.,.,.
20241022 _104547,45587.4484658218,1729590347.44796,00:00:00,19.99,20,19.99,19.99,19.99,20,20,19.43,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.32,5.42,5.65,6.06,6.34,7.92,5.78,0,.,.,.,.,.,.,.,.
20241022 _104548,45587.4484776042,1729590348.46524,00:00:00,20,20.01,20,20,20,19.99,20,19.42,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.09,5.37,5.57,6.03,6.23,6.35,5.71,0,.,.,.,.,.,.,.,.
20241022 _104549,45587.4484891898,1729590349.46656,00:00:00,20.01,20,20.01,20,20.01,20,20,19.42,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.97,5.43,5.43,5.89,7.74,6.18,5.78,0,.,.,.,.,.,.,.,.
20241022 _104550,45587.4485007755,1729590350.46788,00:00:00,20,19.99,20,20,20,20.01,19.99,19.42,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.1,5.77,5.43,5.85,6.16,7.56,5.89,0,.,.,.,.,.,.,.,.
20241022 _104551,45587.4485125347,1729590351.48317,00:00:00,19.99,19.99,19.99,19.99,20,20,19.99,19.42,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.32,5.73,5.56,6.07,6.24,7.64,5.94,0,.,.,.,.,.,.,.,.
20241022 _104552,45587.4485242708,1729590352.49745,00:00:00,20,20,19.99,20,20,20,20,19.42,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.19,5.52,5.62,6.06,6.27,6.01,5.9,0,.,.,.,.,.,.,.,.
20241022 _104553,45587.4485358681,1729590353.49977,00:00:00,20.01,20,20,20,20,20,20,19.42,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.01,5.5,3.7,4.23,6.28,5.99,5.83,0,.,.,.,.,.,.,.,.
20241022 _104554,45587.4485474769,1729590354.50209,00:00:00,20.01,20,20.01,20,19.99,20,20.01,19.41,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,4.95,5.59,5.35,5.89,6.38,5.96,5.72,0,.,.,.,.,.,.,.,.
20241022 _104555,45587.4485590741,1729590355.50441,00:00:00,20,19.99,20,20,20,20,20,19.41,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.11,5.72,5.42,5.92,6.26,6.01,5.85,0,.,.,.,.,.,.,.,.
20241022 _104556,45587.4485706597,1729590356.50574,00:00:00,19.99,20,19.99,19.99,20.01,20,20,19.41,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,5.24,5.65,5.56,6.08,6.09,6.01,5.87,0,.,.,.,.,.,.,.,.
20241022 _104557,45587.4485822569,1729590357.50706,00:00:00,20,20.01,19.99,20,20.01,20,20,19.41,20,20,20,20,20,20,20,20,20,25,14,16,16,16,17,0,8.5,8.742,9.702,8.448,8.064,8.064,8.5,0,22,22.76,22.27,20.62,19.69,19.69,22,0,3.39,3.57,5.6,4.36,6.02,6.01,5.88,0,.,.,.,.,.,.,.,.
